medcodeid,observations,originalreadcode,cleansedreadcode,term,snomedctconceptid,snomedctdescriptionid,emiscodecategoryid,original,alcohol_variable_sc_2,alcohol_category_second_screen,conflict,Consensuscode,alcohol_variable_final,AUD_final
1590911000006113,70000,9k18,9k18.00,Alcohol screen - alcohol use disorder identification test Piccinelli consumption questions completed,285991000000109,493841000000113,37,1,"AUDIT, AUDIT-C, FAST",Other screening tool or questionnaire,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
7275011000006117,80,^ESCTAU727501,,AUDIT (alcohol use disorders identification test) score,443280005,2842172016,3,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
1660411000006112,10000000,38D4,38D4.00,AUDIT-C (Alcohol Use Disorders Identification Test - Consumption) score,763256006,3638304015,3,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
8461501000006110,6000,^ESCTAS846150,,Assessment using AUDIT-C (Alcohol Use Disorders Identification Test - Consumption),1084571000000109,2717661000000111,32,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
5547231000006118,5000,^ESCTAU554723,,AUDIT - Alcohol use disorders identification test,273265007,408549018,32,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
1899511000006111,2000000,EMISNQAU129,,AUDIT-C score - frequency of drinking alcohol,1899511000006107,1899511000006111,3,1,"AUDIT, AUDIT-C, FAST",AUD diagnosis,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
852151000006117,3000,EMISQAU2,,AUDIT score >5 alcohol dependence syndrome,852151000006101,852151000006117,17,1,Alcohol status,AUD diagnosis,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
8107561000006116,600,^ESCTAU810756,,AUDIT-C questionnaire,335811000000106,622911000000118,32,,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
1899521000006115,2000000,EMISNQAU130,,AUDIT-C score - units of alcohol drunk on a typical day,1899521000006104,1899521000006115,3,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
1590881000006113,600000,9k15,9k15.00,Alcohol screen - alcohol use disorder identification test completed,285381000000108,492531000000113,37,1,"AUDIT, AUDIT-C, FAST",AUD diagnosis,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
1659811000006114,9000,38D5,38D5.00,Alcohol Use Disorders Identification Test - Piccinelli Consumption score,1087301000000103,2730501000000119,3,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
851471000006110,90000,EMISQAL1,,Alcohol AUDIT score,851471000006106,851471000006110,17,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
1899501000006113,300000,EMISNQAU128,,AUDIT score - others concerned about drinking/suggest cut down,1899501000006109,1899501000006113,3,1,AUD-related,"AUDIT, AUDIT-C, FAST",1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
1590901000006110,3000000,9k17,9k17.00,Alcohol screen - alcohol use disorder identification test consumption questions completed,285441000000106,492651000000119,37,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
1899471000006118,300000,EMISNQAU125,,AUDIT score-freq of guilt or remorse after drinking in last year,1899471000006102,1899471000006118,3,1,AUD-related,"AUDIT, AUDIT-C, FAST",1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
11928611000006119,700,^ESCT1192861,,FAST - Fast Alcohol Screening Test,303471000000106,2462361000000113,32,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
8461521000006117,2000,^ESCTAS846152,,Assessment using FAST (Fast Alcohol Screening Test),1084591000000108,2717701000000117,32,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
1899441000006114,300000,EMISNQAU122,,AUDIT score-freq unable to stop drinking when started in last yr,1899441000006105,1899441000006114,3,1,AUD-related,"AUDIT, AUDIT-C, FAST",1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
852161000006115,10000,EMISQAU3,,AUDIT score >5 alcohol problem drinker,852161000006104,852161000006115,17,1,Alcohol status,"AUDIT, AUDIT-C, FAST",1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
1899461000006113,300000,EMISNQAU124,,AUDIT score - freq needs morning alcoholic drink in last year,1899461000006109,1899461000006113,3,1,AUD-related,"AUDIT, AUDIT-C, FAST",1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
12490721000006114,10,^ESCT1249072,,AUDIT-C (Alcohol Use Disorders Identification Test - Consumption) score,1084581000000106,2717681000000119,31,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
1899411000006110,300000,EMISNQAU119,,AUDIT score - frequency of drinking alcohol,1899411000006106,1899411000006110,3,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
2367071000000110,10000,8IH4,8IH4.00,Alcohol Use Disorders Identification Test declined,922471000000101,2367071000000110,32,1,not usable,"AUDIT, AUDIT-C, FAST",1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
852141000006119,70000,EMISQAU1,,AUDIT score <4 no drinking problem,852141000006103,852141000006119,17,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
1899421000006119,300000,EMISNQAU120,,AUDIT score - units of alcohol drunk on a typical day,1899421000006103,1899421000006119,3,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
408548014,3000000,38D3,38D3.00,Alcohol use disorders identification test score,443280005,2837707014,3,1,"AUDIT, AUDIT-C, FAST",AUD diagnosis,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
492591000000114,800000,9k16,9k16.00,Alcohol screen - fast alcohol screening test completed,285411000000105,492591000000114,37,1,"AUDIT, AUDIT-C, FAST",AUD diagnosis,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",
11928741000006114,100,^ESCT1192874,,Alcohol use disorders identification test,273265007,408548014,32,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
2723861000000110,4000,^ESCT1171444,,AUDIT-PC (Alcohol Use Disorders Identification Test - Primary Care) score,1087301000000103,2723861000000110,3,1,"AUDIT, AUDIT-C, FAST","AUDIT, AUDIT-C, FAST",,,"AUDIT, AUDIT-C, FAST",
1900941000006116,600,38P03,38P0300,"HoNOSCA-CR (Health of the Nation Outcome Scales for Children and Adolescents - clinician-rated) scale 4 score - alcohol, substance/solvent misuse",989821000000100,2515561000000118,32,1,Other screening tool or questionnaire,Other screening tool or questionnaire,,,Other screening tool or questionnaire,
2692396019,50000,8IA7,8IA7.00,Alcohol consumption screening test declined,428073005,2692396019,32,1,not usable,Other screening tool or questionnaire,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
1901211000006117,600,38QE,38QE.00,Addiction Research Foundation Clinical Institute Withdrawal Assessment for Alcohol,445452008,2870801010,32,1,Other screening tool or questionnaire,alcohol withdrawal,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
1859541000006119,100,EMISNQCA983,,CAGE score - ever felt should cut down on drinking,1859541000006103,1859541000006119,3,1,AUD-related,Other screening tool or questionnaire,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
8362521000006118,30,^ESCTHO836252,,HoNOS 65+ (Health of the Nation Outcome Scales 65+) rating scale 3 score - problem-drinking or drug-use,980781000000103,2494481000000119,31,1,Other screening tool or questionnaire,AUD diagnosis,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
461292011,1000,ZV791,ZV79100,Screening for alcohol abuse,713107002,3288139019,32,1,Other screening tool or questionnaire,AUD diagnosis,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
1932921000006118,500,EMISNQAL23,,Alcohol problems questionnaire,1932921000006102,1932921000006118,3,1,Other screening tool or questionnaire,Other screening tool or questionnaire,,,Other screening tool or questionnaire,
1859561000006115,100,EMISNQCA985,,CAGE score - ever felt guilty about drinking,1859561000006104,1859561000006115,3,1,AUD-related,Other screening tool or questionnaire,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
1901131000006117,100,38QA,38QA.00,"Clinical Institute Withdrawal of Alcohol Scale, revised score",895841000000104,2305061000000110,32,1,Other screening tool or questionnaire,Other screening tool or questionnaire,,,Other screening tool or questionnaire,
1859571000006110,100,EMISNQCA986,,CAGE score - ever needed a drink in morning,1859571000006106,1859571000006110,3,1,AUD-related,"AUDIT, AUDIT-C, FAST",1,Other screening tool or questionnaire,Other screening tool or questionnaire,
409424013,3000,38Dz-1,38Dz.11,SADQ - Severity of alcohol dependence questionnaire,443504004,2839850016,32,1,Other screening tool or questionnaire,Other screening tool or questionnaire,,,Other screening tool or questionnaire,
8361571000006114,2000,^ESCTHO836157,,HoNOS (Health of the Nation Outcome Scales) for working age adults rating scale 3 score - problem drinking or drug-taking,979661000000102,2491381000000110,31,1,Other screening tool or questionnaire,not usable,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
476431000006112,300000,68S,68S..00,Alcohol consumption screening,171208001,265301016,1,1,Other screening tool or questionnaire,Chronic alcohol-related harm- mental,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
2532935011,200000,9k13,9k13.00,Alcohol questionnaire completed,413475007,2532935011,37,1,Other screening tool or questionnaire,AUD diagnosis,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
7308391000006116,10,^ESCTAD730839,,Addiction Research Foundation CIWA-A (Clinical Institute Withdrawal Assessment for Alcohol),445452008,2352771000000115,32,1,not usable,Other screening tool or questionnaire,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
409423019,7000,38Dz,38Dz.00,Severity of alcohol dependence questionnaire score,443504004,2839850016,32,1,Other screening tool or questionnaire,Other screening tool or questionnaire,,,Other screening tool or questionnaire,
5647731000006116,300,^ESCTHE564773,,Health of the Nation Outcome Scale item 3 - alcohol/drug problem,281117004,419053011,31,1,Other screening tool or questionnaire,not usable,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
622791000000112,20000,38D2,38D2.00,Single alcohol screening questionnaire,335781000000108,622791000000112,3,1,Other screening tool or questionnaire,not usable,1,Other screening tool or questionnaire,Other screening tool or questionnaire,
1994931000006118,300,EMISNQHO144,,HoNOS (Health of the Nation Outcome Scales) for working age adults rating scale 3 - problem drinking or drug-taking,979541000000102,2491121000000111,32,1,Other screening tool or questionnaire,Other screening tool or questionnaire,,,Other screening tool or questionnaire,
1859551000006117,100,EMISNQCA984,,CAGE score - annoyed by people criticising drinking,1859551000006101,1859551000006117,3,1,AUD-related,"AUDIT, AUDIT-C, FAST",1,Other screening tool or questionnaire,Other screening tool or questionnaire,
1972151000006110,30,EMISICD10|F1000,,"Mental & behav dis due to use alcohol: acute intoxication, uncomplicated",1972151000006106,1972151000006110,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
4978911000006116,20,^ESCTDR497891,,Drink driving,228354000,342409015,31,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
360621000006110,10,U1A94,U1A9400,[X]Accid poison/expos alcohol in street/highway,269765000,404332015,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
328739012,100,T901,T901.00,Accidental poisoning by other ethyl alcohol and its products,242263000,362556011,32,1,Acute alcohol-related harm,not usable,1,Acute alcohol-related harm,Acute alcohol-related harm,
360481000006111,20,U1A9y,U1A9y00,[X]Accid pois/expos to alcohol other spec place,269765000,404332015,32,1,not usable,Acute alcohol-related harm,1,Acute alcohol-related harm,Acute alcohol-related harm,
328743011,90,T9013,T901300,"Accidental poisoning by ethanol, NOS",269765000,404332015,32,,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
328737014,2000,T90,T90..00,"Accidental poisoning by alcohol, NEC",269765000,404332015,32,1,Acute alcohol-related harm,AUD diagnosis,1,Acute alcohol-related harm,Acute alcohol-related harm,
294670010,300,E014-1,E014.11,Drunkenness - pathological,191477001,294670010,32,1,Acute alcohol-related harm,AUD diagnosis,1,Acute alcohol-related harm,Acute alcohol-related harm,
12726971000006110,,^ESCT1272697,,accidental poisoning by alcohol nos,643461000000102,,,,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
900461000006110,30,T90z-99,T90z.99,Accident poison - alcohol NOS,643461000000102,900461000006110,32,1,Acute alcohol-related harm,AUD diagnosis,1,Acute alcohol-related harm,Acute alcohol-related harm,
900431000006118,200,T90-99,T90..99,Accident poisoning - alcohol,640861000000108,900431000006118,32,1,Acute alcohol-related harm,not usable,1,Acute alcohol-related harm,Acute alcohol-related harm,
324488015,90,SM0y,SM0y.00,Other alcohol causing toxic effect,67426006,112060019,32,1,not usable,Chronic alcohol-related harm physical,1,Acute alcohol-related harm,Acute alcohol-related harm,
12721931000006119,,^ESCT1272193,,alcohol causing toxic effect nos,592581000000100,,,,Acute alcohol-related harm,not usable,1,Acute alcohol-related harm,Acute alcohol-related harm,
899411000006110,800,SM0-99,SM0..99,Toxic effects of alcohol,67426006,899411000006110,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
361471000006115,600,U1A9,U1A9.00,[X]Accident poisoning/exposure to alcohol,269765000,404332015,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
393601000006114,200,U209z,U209z00,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at unspecified place",67426006,112060019,32,1,Acute alcohol-related harm,AUD diagnosis,1,Acute alcohol-related harm,Acute alcohol-related harm,
2911291000006114,20,^ESCTAC291129,,Acute alcohol intoxication,25702006,483024013,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
12726711000006116,,^ESCT1272671,,"accidental poisoning by alcohol, nec",640861000000108,,,,Acute alcohol-related harm,AUD diagnosis,1,Acute alcohol-related harm,Acute alcohol-related harm,
8364771000006117,40,^ESCTIN836477,,Injury following alcohol use,984801000000105,2504461000000116,32,1,Acute alcohol-related harm,not usable,1,Acute alcohol-related harm,Acute alcohol-related harm,
422801000006118,200,U409,U409.00,"[X]Poisoning by and exposure to alcohol, undetermined intent",67426006,112060019,32,1,Acute alcohol-related harm,AUD diagnosis,1,Acute alcohol-related harm,Acute alcohol-related harm,
391941000006118,200,U2090,U209000,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at home",67426006,112060019,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
397611000006115,2000,Eu100,Eu10000,[X]Mental & behav dis due to use alcohol: acute intoxication,25702006,43081018,32,1,Acute alcohol-related harm,Chronic alcohol-related harm- mental,1,Acute alcohol-related harm,Acute alcohol-related harm,
4895571000006112,10,^ESCTAC489557,,Accidental poisoning by alcoholic beverage,216633005,3300762012,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
769451000006111,100000,E250-4,E250.14,Intoxication - alcohol,25702006,43083015,32,1,Alcohol status,Acute alcohol-related harm,1,Acute alcohol-related harm,Acute alcohol-related harm,
421381000006110,30,U409y,U409y00,"[X]Poisoning by and exposure to alcohol, occurrence at other specified place, undetermined intent",67426006,112060019,32,1,Acute alcohol-related harm,AUD diagnosis,1,Acute alcohol-related harm,Acute alcohol-related harm,
4895591000006113,,^ESCTAC489559,,accidental poisoning caused by alcoholic beverage,216633005,,,,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
391511000006110,50,U209y,U209y00,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at other specified place",67426006,112060019,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
899421000006119,50,SM00-99,SM00.99,Ethyl alcohol - toxic effect,82782008,899421000006119,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
362251000006117,30000,Eu100-1,Eu10011,Alcohol intoxication,25702006,43081018,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
2796011000006111,30,^ESCTAL279601,,Alcohol intoxication delirium,18653004,31451012,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
1947501000006118,900,9Nz9,9Nz9.00,Emergency department attendance related to personal alcohol consumption,963261000000108,2454241000000116,37,1,Acute alcohol-related harm,not usable,1,Acute alcohol-related harm,Acute alcohol-related harm,
854651000006117,10000,EGTON59,,Alcohol overdose,854651000006101,854651000006117,32,1,Acute alcohol-related harm,AUD diagnosis,1,Acute alcohol-related harm,Acute alcohol-related harm,
500729017,4000,SM0,SM0..00,Alcohol causing toxic effect,67426006,500729017,32,1,Acute alcohol-related harm,not usable,1,Acute alcohol-related harm,Acute alcohol-related harm,
899431000006116,100,SM0z-99,SM0z.99,Alcohol NOS - toxic effect,592581000000100,899431000006116,32,1,not usable,Acute alcohol-related harm,1,Acute alcohol-related harm,Acute alcohol-related harm,
3846821000006114,60,^ESCTAL384682,,Alcohol poisoning,82782008,1234741018,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
294671014,500,E014,E014.00,Pathological alcohol intoxication,191477001,294671014,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
328744017,20,T901z,T901z00,Accidental poisoning by ethyl alcohol NOS,287166006,426682013,32,1,not usable,Acute alcohol-related harm,1,Acute alcohol-related harm,Acute alcohol-related harm,
649311000006115,700,SM00,SM00.00,Toxic effect of ethyl alcohol,82782008,137325017,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
1234742013,700,SM000,SM00000,Ethanol causing toxic effect,82782008,1234742013,32,,Acute alcohol-related harm,Chronic alcohol-related harm physical,1,Acute alcohol-related harm,Acute alcohol-related harm,
328760018,2000,T90z,T90z.00,Accidental poisoning by alcohol,269765000,404332015,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
328738016,600,T900,T900.00,Accidental poisoning by alcoholic beverages,216633005,328738016,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
2658601000006116,40,^ESCTAC265860,,Acute alcoholic liver disease,9953008,17389017,32,1,Chronic alcohol-related harm physical,Acute alcohol-related harm,1,Acute alcohol-related harm,Acute alcohol-related harm,
393311000006117,10,U2094,U209400,"[X]Intentional self poisoning by and exposure to alcohol, occurrence on street and highway",67426006,112060019,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
5513321000006114,,^ESCTAC551332,,accidental poisoning caused by alcohol,269765000,,,,Acute alcohol-related harm,not usable,1,Acute alcohol-related harm,Acute alcohol-related harm,
324489011,1000,SM0z,SM0z.00,Alcohol causing toxic effect NOS,67426006,112060019,32,1,not usable,Acute alcohol-related harm,1,Acute alcohol-related harm,Acute alcohol-related harm,
12726111000006115,,^ESCT1272611,,accidental poisoning by other ethyl alcohol and its products,672521000000104,,,,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
393861000006111,1000,U209,U209.00,[X]Intentional self poisoning by and exposure to alcohol,271982007,407014015,32,1,Acute alcohol-related harm,Acute alcohol-related harm,,,Acute alcohol-related harm,
2454281000000112,600,9NzA,9NzA.00,Hospital attendance related to personal alcohol consumption,963281000000104,2454281000000112,37,1,Acute alcohol-related harm,not usable,1,Acute alcohol-related harm,Acute alcohol-related harm,
393771000006113,10,U20Bz,U20Bz00,[X]Intent self poison other gas/vapour unspecif place,271982007,407014015,32,,not related to alcohol,,,,not related to alcohol,
3781811000006119,90,^ESCTIN378181,,Intoxication by non-medicinal agent,78814009,1234293017,32,1,not related to alcohol,,,,not related to alcohol,
362241000006119,300,Eu04-5,Eu04.15,[X]Acute / subacute psycho-organic reaction,111479008,178719012,32,,not related to alcohol,,,,not related to alcohol,
460851018,3000,ZV4z,ZV4z.00,[V]Unspecified health problems,404684003,2156578010,27,,not related to alcohol,not usable,1,not related to alcohol,not related to alcohol,
404041000006111,3000,Eu0z-1,Eu0z.11,[X]Organic psychosis NOS,111479008,178719012,32,,not related to alcohol,,,,not related to alcohol,
397311000006110,40,Eu197,Eu19700,[X]Men/beh dis mlt drg use/oth subs: resid/late psychot dis,91388009,151411015,32,,not related to alcohol,,,,not related to alcohol,
392151000006110,200,U2040,U204000,"[X]Intentional self poisoning by and exposure to psychotropic drugs, occurrence at home",271982007,407014015,32,,not related to alcohol,not usable,1,not related to alcohol,not related to alcohol,
398111000006111,700,Eu13,Eu13.00,[X]Mental and behavioural dis due use sedatives/hypnotics,91388009,151411015,32,,not related to alcohol,not related to alcohol,,,not related to alcohol,
392191000006116,2000,U20y0,U20y000,[X]Int self poison/exposure to unspecif chemical at home,271982007,2871916017,32,,not related to alcohol,,,,not related to alcohol,
397751000006112,200,Eu133,Eu13300,[X]Mental and behav dis due seds/hypntcs: withdrawal state,91388009,151411015,32,1,not related to alcohol,,,,not related to alcohol,
1495056012,30,Eu06z-1,Eu06z11,[X]Organic psychosyndrome,111479008,178719012,32,,not related to alcohol,,,,not related to alcohol,
899351000006116,100,SL-98,SL...98,Poisoning by drugs/medicaments,75478009,899351000006116,32,,not related to alcohol,,,,not related to alcohol,
397651000006119,200,Eu110,Eu11000,Opioid intoxication,77721001,128993019,32,1,not related to alcohol,not related to alcohol,,,not related to alcohol,
27000014,2000,E2757,E275700,Psychogenic polydipsia,231511005,346989014,32,,not related to alcohol,,,,not related to alcohol,
87524017,40,F421B,F421B00,Retinal varices,52593001,87524017,32,1,not related to alcohol,,,,not related to alcohol,
2160091013,8000,Eu608,Eu60800,[X]Addictive personality,404684003,2156578010,27,,not related to alcohol,,,,not related to alcohol,
5738591000006119,40,^ESCTAB573859,,Able to sip drink,288878005,428628015,31,1,not related to alcohol,not related to alcohol,,,not related to alcohol,
456040013,60,7027B,7027B00,Stereotactic injection of alcohol to Gasserian ganglion,312339003,456040013,32,1,not related to alcohol,not related to alcohol,,,not related to alcohol,
737961000006116,500,76093,7609300,Ligation of oesophageal varices,67364009,199882015,32,1,not related to alcohol,not related to alcohol,,,not related to alcohol,
456410015,40,L2514,L251400,Maternal care for chromosomal abnormality in fetus,173300003,268308014,32,,not related to alcohol,,,,not related to alcohol,
1970091000006116,4000,EMISNQEA19,,Eating and drinking assessment,1970091000006100,1970091000006116,3,1,not related to alcohol,,,,not related to alcohol,
397921000006118,30,Eu116,Eu11600,[X]Mental and behav dis due to use opioids: amnesic syndrome,91388009,151411015,32,,not related to alcohol,,,,not related to alcohol,
4271131000006117,1000,^ESCTEA427113,,Eating / feeding / drinking finding,116336009,422194018,31,1,not related to alcohol,,,,not related to alcohol,
249055012,70,0C51,0C51.00,Foreman -food/drink processors,159891005,249055012,17,1,not related to alcohol,,,,not related to alcohol,
397451000006116,500,Eu11z,Eu11z00,[X]Ment & behav dis due use opioids: unsp ment & behav dis,91388009,151411015,32,,not related to alcohol,,,,not related to alcohol,
325617016,40,SyuGK,SyuGK00,"[X]Toxic effect of inorganic substance, unspecified",75478009,125363016,32,,not related to alcohol,,,,not related to alcohol,
295518013,70,E29yz,E29yz00,Other adjustment reactions NOS,17226007,29122012,32,,not related to alcohol,,,,not related to alcohol,
3727391000006118,200,^ESCTIN372739,,Intoxication,75478009,503026019,32,1,not related to alcohol,,,,not related to alcohol,
428586013,8000,3913,3913.00,"Eating, feeding and drinking abilities",288840008,428586013,32,1,not related to alcohol,,,,not related to alcohol,
456796014,30,L263A,L263A00,Maternal care for fetal bradycardia during pregnancy,173300003,268308014,32,,not related to alcohol,,,,not related to alcohol,
5738391000006111,200,^ESCTDO573839,,Does drink from a feeder cup,288861001,428607012,31,1,not related to alcohol,not related to alcohol,,,not related to alcohol,
300993011,300,Gyu94,Gyu9400,[X]Oesophageal varices in diseases classified elsewhere,28670008,48000018,32,1,not related to alcohol,,,,not related to alcohol,
397531000006110,20,Eu18z,Eu18z00,[X]Ment/behav dis due use vol solvents: unsp ment/behav dis,91388009,151411015,32,,not related to alcohol,not related to alcohol,,,not related to alcohol,
398271000006114,90,Eu190,Eu19000,[X]Mental/behav dis multi drg use/psychoac subs: acute intox,91388009,151411015,32,,not related to alcohol,,,,not related to alcohol,
1971751000006119,30,EMISICD10|F1200,,"Mental & behav dis due cannabinoids: acute intoxication, uncomplicated",1971751000006103,1971751000006119,32,1,not related to alcohol,,,,not related to alcohol,
359371000006118,1000,RyuAB,RyuAB00,[X]Abnorm cytolog find in specimens from other org/sys/tiss,404684003,2156578010,27,,not related to alcohol,,,,not related to alcohol,
396402014,10000,J670z,J670z00,Acute pancreatitis NOS,197456007,303630010,32,1,not related to alcohol,,,,not related to alcohol,
98841000006117,200,SMX,SMX..00,"Toxic effect of paints and dyes, NEC",404684003,2156578010,27,,not related to alcohol,,,,not related to alcohol,
2534189013,4000,Q4852,Q485200,Neonatal Abstinence Syndrome,414819007,2534189013,32,,not related to alcohol,,,,not related to alcohol,
316989019,500000,R,R....00,"[D]Symptoms, signs and ill-defined conditions",404684003,2156578010,27,,not related to alcohol,,,,not related to alcohol,
4544841000006112,20,^ESCTDR454484,,Drinking less - fluids,161844003,252212013,27,1,not related to alcohol,not related to alcohol,,,not related to alcohol,
346501000006111,800,ZV113-1,ZV11311,History of substance abuse,371422002,1196720012,17,,not related to alcohol,not usable,1,not related to alcohol,not related to alcohol,
300779013,20,G8521,G852100,Oesophageal varices without bleeding in diseases EC,195476002,300779013,32,1,not related to alcohol,,,,not related to alcohol,
4787291000006118,70,^ESCTNA478729,,NAFLD - Nonalcoholic fatty liver disease,197315008,2820175018,32,1,not related to alcohol,,,,not related to alcohol,
4957401000006112,30,^ESCTFR495740,,Fruit squash drink,226488003,340217016,31,1,not related to alcohol,,,,not related to alcohol,
518861000006117,700,883,883..00,Blood/body fluid withdrawal,17636008,29803018,32,1,not related to alcohol,not related to alcohol,,,not related to alcohol,
708811000006119,500,760C3,760C300,Fibreoptic endoscopic injection sclerotherapy to oesophageal varices,173639004,268880013,32,1,not related to alcohol,not usable,1,not related to alcohol,not related to alcohol,
753321000006116,700,E040-1,E040.11,Korsakoff's syndrome - non-alcoholic,17262008,1221499012,32,1,not related to alcohol,not related to alcohol,,,not related to alcohol,
163571000006112,60,760F3,760F300,Endoscopic injection sclerotherapy to varices of oesophagus using rigid oesophagoscope,173660005,268950019,32,1,not related to alcohol,,,,not related to alcohol,
716511000006117,50,L2504,L250400,Maternal care for central nervous system malformation in fetus,173300003,268308014,32,,not related to alcohol,not related to alcohol,,,not related to alcohol,
324392014,10,SLE6,SLE6.00,Other mineral salt poisoning NEC,75478009,125363016,32,,not related to alcohol,not related to alcohol,,,not related to alcohol,
397821000006110,30,Eu126,Eu12600,[X]Mental and behav dis due to use cannabinoids: amnesic syn,91388009,151411015,32,,not related to alcohol,,,,not related to alcohol,
346989014,900,E2757-1,E275711,Compulsive water drinking,231511005,346989014,32,1,not related to alcohol,,,,not related to alcohol,
